行为时间,DAU,语音房人数,语音房渗透率,充值人数,充值金额日元,大盘充值率,语音房充值率,ARPU(日元),ARPPU(日元),充值金额（美金）,充值星粒数,每星粒价值X日元
2023/1/1,110800,16125,14.55%,395,1766230,0.36%,2.45%,15.94,4471.47,12187.62,475590,3.714
2023/1/2,110117,17059,15.49%,341,1112670,0.31%,2.00%,10.1,3262.96,7677.82,299160,3.719
2023/1/3,111611,18631,16.69%,335,1116380,0.30%,1.80%,10,3332.48,7703.42,301590,3.702
2023/1/4,112012,19389,17.31%,312,1245750,0.28%,1.61%,11.12,3992.79,8596.12,336670,3.7
2023/1/5,112281,19584,17.44%,422,1172680,0.38%,2.15%,10.44,2778.86,8091.91,315310,3.719
2023/1/6,114071,19613,17.19%,325,1091150,0.28%,1.66%,9.57,3357.38,7529.33,292070,3.736
2023/1/7,114835,20174,17.57%,277,746840,0.24%,1.37%,6.5,2696.17,5153.46,199640,3.741
2023/1/8,115557,20224,17.50%,290,536710,0.25%,1.43%,4.64,1850.72,3703.49,144220,3.721
2023/1/9,117586,21076,17.92%,277,638690,0.24%,1.31%,5.43,2305.74,4407.19,171290,3.729
2023/1/10,116390,20043,17.22%,304,1104970,0.26%,1.52%,9.49,3634.77,7624.69,297930,3.709
2023/1/11,116662,19901,17.06%,245,604090,0.21%,1.23%,5.18,2465.67,4168.44,162660,3.714
2023/1/12,115197,20094,17.44%,360,1134870,0.31%,1.79%,9.85,3152.42,7831.01,305250,3.718
2023/1/13,117564,20474,17.42%,372,952690,0.32%,1.82%,8.1,2560.99,6573.9,257010,3.707
2023/1/14,116702,21290,18.24%,337,925820,0.29%,1.58%,7.93,2747.24,6388.49,248770,3.722
2023/1/15,119430,21861,18.30%,306,782840,0.26%,1.40%,6.55,2558.3,5401.88,210200,3.724
2023/1/16,117369,20712,17.65%,299,1010610,0.25%,1.44%,8.61,3379.97,6973.57,272250,3.712
2023/1/17,116584,20766,17.81%,268,592010,0.23%,1.29%,5.08,2208.99,4085.08,159780,3.705
2023/1/18,119166,21026,17.64%,297,808200,0.25%,1.41%,6.78,2721.21,5576.87,218650,3.696
2023/1/19,117070,20915,17.87%,399,1270050,0.34%,1.91%,10.85,3183.08,8763.8,341060,3.724
2023/1/20,118109,20954,17.74%,323,1668820,0.27%,1.54%,14.13,5166.63,11515.46,446260,3.74
2023/1/21,117157,21197,18.09%,385,1429690,0.33%,1.82%,12.2,3713.48,9865.37,387330,3.691
2023/1/22,119890,21730,18.12%,303,874770,0.25%,1.39%,7.3,2887.03,6036.23,235370,3.717
2023/1/23,118567,21340,18.00%,265,681600,0.22%,1.24%,5.75,2572.08,4703.28,184180,3.701
2023/1/24,119575,21602,18.07%,265,890890,0.22%,1.23%,7.45,3361.85,6147.46,239660,3.717
2023/1/25,118672,21604,18.20%,266,494850,0.22%,1.23%,4.17,1860.34,3414.64,133790,3.699
2023/1/26,117367,21159,18.03%,378,1382810,0.32%,1.79%,11.78,3658.23,9541.89,372380,3.713
2023/1/27,118332,21573,18.23%,305,694760,0.26%,1.41%,5.87,2277.9,4794.09,186650,3.722
2023/1/28,118490,21848,18.44%,289,806980,0.24%,1.32%,6.81,2792.32,5568.45,218780,3.689
2023/1/29,121363,22379,18.44%,268,689350,0.22%,1.20%,5.68,2572.2,4756.76,184750,3.731
2023/1/30,118707,21396,18.02%,248,462670,0.21%,1.16%,3.9,1865.6,3192.59,124650,3.712
2023/1/31,119473,21393,17.91%,317,1288650,0.27%,1.48%,10.79,4065.14,8892.15,345620,3.729
2023/2/1,118819,21575,18.16%,489,2322440,0.41%,2.27%,19.55,4749.37,16025.67,626490,3.707
2023/2/2,119420,21812,18.26%,574,2005280,0.48%,2.63%,16.79,3493.52,13837.15,543780,3.688
2023/2/3,121679,22204,18.25%,465,1573660,0.38%,2.09%,12.93,3384.22,10858.82,426340,3.691
2023/2/4,122814,22383,18.23%,401,1266140,0.33%,1.79%,10.31,3157.46,8736.82,342180,3.7
2023/2/5,131281,23827,18.15%,432,1169600,0.33%,1.81%,8.91,2707.41,8070.66,317570,3.683
2023/2/6,130232,23418,17.98%,409,1875020,0.31%,1.75%,14.4,4584.4,12938.31,507520,3.694
2023/2/7,128405,23375,18.20%,351,863950,0.27%,1.50%,6.73,2461.4,5961.57,233680,3.697
2023/2/8,126938,23459,18.48%,321,829820,0.25%,1.37%,6.54,2585.11,5726.06,223950,3.705
2023/2/9,124280,22992,18.50%,420,1129470,0.34%,1.83%,9.09,2689.21,7793.75,304350,3.711
2023/2/10,127747,23684,18.54%,386,1217760,0.30%,1.63%,9.53,3154.82,8402.98,329370,3.697
2023/2/11,127943,23453,18.33%,361,1479170,0.28%,1.54%,11.56,4097.42,10206.8,399180,3.706
2023/2/12,128777,23955,18.60%,372,1761050,0.29%,1.55%,13.68,4734.01,12151.88,473400,3.72
2023/2/13,128880,23604,18.31%,327,722230,0.25%,1.39%,5.6,2208.65,4983.65,195780,3.689
2023/2/14,125065,22810,18.24%,361,1024440,0.29%,1.58%,8.19,2837.78,7069,278060,3.684
2023/2/15,124687,22805,18.29%,323,914310,0.26%,1.42%,7.33,2830.68,6309.07,245300,3.727
2023/2/16,121628,22907,18.83%,523,1933940,0.43%,2.28%,15.9,3697.78,13344.88,521620,3.708
2023/2/17,125942,22870,18.16%,412,1569890,0.33%,1.80%,12.47,3810.41,10832.8,426500,3.681
2023/2/18,127396,23810,18.69%,401,1163210,0.31%,1.68%,9.13,2900.77,8026.57,316660,3.673
2023/2/19,129709,24519,18.90%,438,1152480,0.34%,1.79%,8.89,2631.23,7952.53,312580,3.687
2023/2/20,125605,23384,18.62%,366,1488500,0.29%,1.57%,11.85,4066.94,10271.18,399290,3.728
2023/2/21,123635,23096,18.68%,349,1111930,0.28%,1.51%,8.99,3186.05,7672.72,299720,3.71
2023/2/22,121819,23166,19.02%,353,1120220,0.29%,1.52%,9.2,3173.43,7729.92,301890,3.711
2023/2/23,126882,23847,18.79%,519,3064330,0.41%,2.18%,24.15,5904.3,21144.98,826790,3.706
2023/2/24,128474,23386,18.20%,471,1940260,0.37%,2.01%,15.1,4119.45,13388.49,523490,3.706
2023/2/25,124968,23441,18.76%,347,1431780,0.28%,1.48%,11.46,4126.17,9879.8,386920,3.7
2023/2/26,124683,23627,18.95%,380,1098510,0.30%,1.61%,8.81,2890.82,7580.11,297390,3.694
2023/2/27,124109,22538,18.16%,306,1036270,0.25%,1.36%,8.35,3386.5,7150.63,278570,3.72
2023/2/28,120663,22761,18.86%,435,1691330,0.36%,1.91%,14.02,3888.11,11670.78,458220,3.691
2023/3/1,120588,22896,18.99%,546,2840140,0.45%,2.38%,23.55,5201.72,19597.99,764980,3.713
2023/3/2,118250,22944,19.40%,668,2990280,0.56%,2.91%,25.29,4476.47,20634,809530,3.694
2023/3/3,120546,22526,18.69%,541,2165450,0.45%,2.40%,17.96,4002.68,14942.38,587040,3.689
2023/3/4,119162,23032,19.33%,389,1476610,0.33%,1.69%,12.39,3795.91,10189.14,396360,3.725
2023/3/5,121719,23612,19.40%,402,927320,0.33%,1.70%,7.62,2306.77,6398.84,251670,3.685
2023/3/6,120298,22711,18.88%,388,1588850,0.32%,1.71%,13.21,4094.97,10963.64,429540,3.699
2023/3/7,119439,22849,19.13%,342,907270,0.29%,1.50%,7.6,2652.84,6260.49,246270,3.684
2023/3/8,119258,22699,19.03%,348,884610,0.29%,1.53%,7.42,2541.98,6104.13,240610,3.677
2023/3/9,117118,22500,19.21%,513,1921930,0.44%,2.28%,16.41,3746.45,13262.01,519480,3.7
2023/3/10,119745,22441,18.74%,784,3434270,0.65%,3.49%,28.68,4380.45,23697.7,926710,3.706
2023/3/11,118767,22586,19.02%,892,3124560,0.75%,3.95%,26.31,3502.87,21560.59,841090,3.715
2023/3/12,119471,23091,19.33%,760,2382890,0.64%,3.29%,19.95,3135.38,16442.8,642860,3.707
2023/3/13,118723,22782,19.19%,593,1529960,0.50%,2.60%,12.89,2580.03,10557.27,412140,3.712
2023/3/14,116738,22077,18.91%,567,1546760,0.49%,2.57%,13.25,2727.97,10673.2,418290,3.698
2023/3/15,116670,22297,19.11%,523,1499300,0.45%,2.35%,12.85,2866.73,10345.71,402860,3.722
2023/3/16,114284,21928,19.19%,614,2012360,0.54%,2.80%,17.61,3277.46,13886.01,541780,3.714
2023/3/17,116921,21974,18.79%,560,1753180,0.48%,2.55%,14.99,3130.68,12097.57,474260,3.697
2023/3/18,115037,22118,19.23%,520,1684090,0.45%,2.35%,14.64,3238.63,11620.83,456410,3.69
2023/3/19,116224,22289,19.18%,488,1573260,0.42%,2.19%,13.54,3223.89,10856.06,425170,3.7
2023/3/20,115093,22306,19.38%,530,1458240,0.46%,2.38%,12.67,2751.4,10062.38,391730,3.723
2023/3/21,117076,22878,19.54%,536,1661160,0.46%,2.34%,14.19,3099.18,11462.6,449290,3.697
2023/3/22,116338,22390,19.25%,484,1232560,0.42%,2.16%,10.59,2546.61,8505.11,332600,3.706
2023/3/23,114644,22877,19.95%,510,2155800,0.44%,2.23%,18.8,4227.06,14875.79,580430,3.714
2023/3/24,119016,22572,18.97%,747,3484410,0.63%,3.31%,29.28,4664.54,24043.68,940290,3.706
2023/3/25,117241,22384,19.09%,586,2755760,0.50%,2.62%,23.51,4702.66,19015.73,743120,3.708
2023/3/26,119258,23306,19.54%,510,1816870,0.43%,2.19%,15.23,3562.49,12537.05,491930,3.693
2023/3/27,117075,22786,19.46%,477,1688380,0.41%,2.09%,14.42,3539.58,11650.43,455450,3.707
2023/3/28,115614,22699,19.63%,483,1465620,0.42%,2.13%,12.68,3034.41,10113.3,396420,3.697
2023/3/29,117110,22763,19.44%,425,1465900,0.36%,1.87%,12.52,3449.18,10115.24,396170,3.7
2023/3/30,116547,22839,19.60%,444,1386560,0.38%,1.94%,11.9,3122.88,9567.76,376390,3.684
2023/3/31,119733,23071,19.27%,642,3430690,0.54%,2.78%,28.65,5343.75,23672.99,928570,3.695
2023/4/1,119389,22726,19.04%,650,3690580,0.54%,2.86%,30.91,5677.82,25466.33,993690,3.714
2023/4/2,119121,23038,19.34%,595,2574490,0.50%,2.58%,21.61,4326.87,17764.9,693670,3.711
2023/4/3,118875,22635,19.04%,532,2666770,0.45%,2.35%,22.43,5012.73,18401.67,718230,3.713
2023/4/4,117371,22847,19.47%,505,2169040,0.43%,2.21%,18.48,4295.13,14967.15,589460,3.68
2023/4/5,117826,23071,19.58%,547,3559410,0.46%,2.37%,30.21,6507.15,24561.21,963080,3.696
2023/4/6,116417,22830,19.61%,574,2080640,0.49%,2.51%,17.87,3624.81,14357.16,563480,3.692
2023/4/7,119736,23194,19.37%,476,2221490,0.40%,2.05%,18.55,4667,15329.08,599520,3.705
2023/4/8,118873,23636,19.88%,402,2053110,0.34%,1.70%,17.27,5107.24,14167.2,549980,3.733
2023/4/9,122661,23584,19.23%,393,1336680,0.32%,1.67%,10.9,3401.22,9223.57,360760,3.705
2023/4/10,118165,22316,18.89%,381,2171800,0.32%,1.71%,18.38,5700.26,14986.2,586750,3.701
2023/4/11,117426,22479,19.14%,363,1065690,0.31%,1.61%,9.08,2935.79,7353.64,288480,3.694
2023/4/12,115940,22611,19.50%,560,2778220,0.48%,2.48%,23.96,4961.11,19170.71,745080,3.729
2023/4/13,114116,22540,19.75%,554,3294460,0.49%,2.46%,28.87,5946.68,22732.96,895300,3.68
2023/4/14,117530,22370,19.03%,481,1867940,0.41%,2.15%,15.89,3883.45,12889.46,507900,3.678
2023/4/15,119600,23333,19.51%,431,1770860,0.36%,1.85%,14.81,4108.72,12219.57,479700,3.692
2023/4/16,122333,23740,19.41%,394,1462950,0.32%,1.66%,11.96,3713.07,10094.88,394250,3.711
2023/4/17,117847,22254,18.88%,349,858810,0.30%,1.57%,7.29,2460.77,5926.1,233870,3.672
2023/4/18,116243,22212,19.11%,343,918270,0.30%,1.54%,7.9,2677.17,6336.39,249390,3.682
2023/4/19,117662,22694,19.29%,558,1443160,0.47%,2.46%,12.27,2586.31,9958.32,391340,3.688
2023/4/20,116318,22616,19.44%,567,2082630,0.49%,2.51%,17.9,3673.07,14370.89,563800,3.694
2023/4/21,118031,22266,18.86%,496,1837930,0.42%,2.23%,15.57,3705.5,12682.38,496370,3.703
2023/4/22,118125,22721,19.23%,386,1039440,0.33%,1.70%,8.8,2692.85,7172.51,282060,3.685
2023/4/23,120267,23079,19.19%,398,1104970,0.33%,1.72%,9.19,2776.31,7624.69,299680,3.687
2023/4/24,118120,22070,18.68%,346,1265950,0.29%,1.57%,10.72,3658.82,8735.51,344810,3.671
2023/4/25,116507,22043,18.92%,539,2165710,0.46%,2.45%,18.59,4018.01,14944.18,590900,3.665
2023/4/26,117045,22170,18.94%,413,1644890,0.35%,1.86%,14.05,3982.78,11350.33,441990,3.722
2023/4/27,114216,21885,19.16%,527,2990720,0.46%,2.41%,26.18,5674.99,20637.04,811760,3.684
2023/4/28,115631,21699,18.77%,445,1739360,0.38%,2.05%,15.04,3908.67,12002.21,469690,3.703
2023/4/29,118360,22600,19.09%,427,1671180,0.36%,1.89%,14.12,3913.77,11531.74,453030,3.689
2023/4/30,118969,22943,19.28%,494,2154510,0.42%,2.15%,18.11,4361.36,14866.89,587600,3.667
2023/5/1,115825,22215,19.18%,752,4287750,0.65%,3.39%,37.02,5701.8,29587.01,1160380,3.695
2023/5/2,115420,22077,19.13%,570,2399250,0.49%,2.58%,20.79,4209.21,16555.69,651180,3.684
2023/5/3,114930,21552,18.75%,465,2132450,0.40%,2.16%,18.55,4585.91,14714.67,578800,3.684
2023/5/4,114897,21599,18.80%,530,2237510,0.46%,2.45%,19.47,4221.72,15439.62,604890,3.699
2023/5/5,120624,22193,18.40%,503,2084490,0.42%,2.27%,17.28,4144.12,14383.73,563520,3.699
2023/5/6,120310,23457,19.50%,446,1719280,0.37%,1.90%,14.29,3854.89,11863.65,465460,3.694
2023/5/7,125659,24868,19.79%,484,1695810,0.39%,1.95%,13.5,3503.74,11701.7,459580,3.69
2023/5/8,122277,23145,18.93%,376,1472610,0.31%,1.62%,12.04,3916.52,10161.54,396650,3.713
2023/5/9,121298,23015,18.97%,377,1420850,0.31%,1.64%,11.71,3768.83,9804.37,382400,3.716
2023/5/10,120132,23109,19.24%,525,3044370,0.44%,2.27%,25.34,5798.8,21007.25,812360,3.748
2023/5/11,118645,22858,19.27%,441,1312570,0.37%,1.93%,11.06,2976.35,9057.2,354760,3.7
2023/5/12,119378,22504,18.85%,512,2533160,0.43%,2.28%,21.22,4947.58,17479.71,680720,3.721
2023/5/13,120837,23776,19.68%,439,1865180,0.36%,1.85%,15.44,4248.7,12870.41,505660,3.689
2023/5/14,123907,24689,19.93%,453,2246310,0.37%,1.83%,18.13,4958.74,15500.35,607350,3.699
2023/5/15,122114,23284,19.07%,409,1726040,0.33%,1.76%,14.13,4220.15,11910.3,466530,3.7
2023/5/16,119639,23104,19.31%,464,2302460,0.39%,2.01%,19.25,4962.2,15887.8,619840,3.715
2023/5/17,121191,23176,19.12%,403,1955280,0.33%,1.74%,16.13,4851.81,13492.13,524630,3.727
2023/5/18,122036,22986,18.84%,374,1446570,0.31%,1.63%,11.85,3867.83,9981.85,390710,3.702
2023/5/19,121704,23250,19.10%,480,2298470,0.39%,2.06%,18.89,4788.48,15860.27,624000,3.683
2023/5/20,120761,23703,19.63%,426,1513020,0.35%,1.80%,12.53,3551.69,10440.38,409690,3.693
2023/5/21,124562,23943,19.22%,377,1421460,0.30%,1.57%,11.41,3770.45,9808.58,385040,3.692
2023/5/22,125066,23552,18.83%,350,1334410,0.28%,1.49%,10.67,3812.6,9207.91,360410,3.702
2023/5/23,122039,24998,20.48%,378,1240080,0.31%,1.51%,10.16,3280.63,8557,336000,3.691
2023/5/24,124627,23465,18.83%,353,1428530,0.28%,1.50%,11.46,4046.83,9857.37,383160,3.728
2023/5/25,123843,24798,20.02%,511,3662270,0.41%,2.06%,29.57,7166.87,25270.98,987330,3.709
2023/5/26,122644,23295,18.99%,593,2525230,0.48%,2.55%,20.59,4258.4,17424.99,681270,3.707
2023/5/27,122597,23859,19.46%,515,2397580,0.42%,2.16%,19.56,4655.5,16544.16,646450,3.709
2023/5/28,125278,24413,19.49%,396,1608450,0.32%,1.62%,12.84,4061.74,11098.88,436280,3.687
2023/5/29,125372,23810,18.99%,419,1598950,0.33%,1.76%,12.75,3816.11,11033.33,431390,3.707
2023/5/30,124220,23950,19.28%,369,1218830,0.30%,1.54%,9.81,3303.06,8410.36,332960,3.661
2023/5/31,122837,23921,19.47%,534,3188200,0.43%,2.23%,25.95,5970.41,21999.72,863680,3.691
2023/6/1,125707,24021,19.11%,627,4686090,0.50%,2.61%,37.28,7473.83,32335.7,1266870,3.699
2023/6/2,127669,25066,19.63%,751,4085950,0.59%,3.00%,32,5440.68,28194.52,1105260,3.697
2023/6/3,125585,25391,20.22%,625,3194330,0.50%,2.46%,25.44,5110.93,22042.02,862440,3.704
2023/6/4,125083,25088,20.06%,502,2453550,0.40%,2.00%,19.62,4887.55,16930.38,664320,3.693
2023/6/5,123222,24087,19.55%,527,2981400,0.43%,2.19%,24.2,5657.31,20572.73,802470,3.715
2023/6/6,125700,23970,19.07%,584,3531530,0.46%,2.44%,28.09,6047.14,24368.82,950540,3.715
2023/6/7,125078,24325,19.45%,441,1472850,0.35%,1.81%,11.78,3339.8,10163.19,397960,3.701
2023/6/8,123266,25083,20.35%,554,2323370,0.45%,2.21%,18.85,4193.81,16032.09,630440,3.685
2023/6/9,121162,25545,21.08%,701,3858000,0.58%,2.74%,31.84,5503.57,26621.58,1042120,3.702
2023/6/10,123401,24566,19.91%,518,2781190,0.42%,2.11%,22.54,5369.09,19191.21,750820,3.704
2023/6/11,125121,25838,20.65%,472,1870930,0.38%,1.83%,14.95,3963.83,12910.09,506080,3.697
2023/6/12,123850,24610,19.87%,450,2509400,0.36%,1.83%,20.26,5576.44,17315.76,677090,3.706
2023/6/13,125345,24753,19.75%,509,2107110,0.41%,2.06%,16.81,4139.71,14539.82,568330,3.708
2023/6/14,121280,24647,20.32%,532,2408210,0.44%,2.16%,19.86,4526.71,16617.51,649860,3.706
2023/6/15,124836,24822,19.88%,500,2287400,0.40%,2.01%,18.32,4574.8,15783.88,617190,3.706
2023/6/16,121648,24975,20.53%,609,2695790,0.50%,2.44%,22.16,4426.58,18601.92,730350,3.691
2023/6/17,122208,24794,20.29%,515,2452840,0.42%,2.08%,20.07,4762.8,16925.48,664040,3.694
2023/6/18,124984,25233,20.19%,512,2923820,0.41%,2.03%,23.39,5710.59,20175.41,789430,3.704
2023/6/19,121787,24385,20.02%,447,1820510,0.37%,1.83%,14.95,4072.73,12562.17,490820,3.709
2023/6/20,121628,24542,20.18%,444,1700000,0.37%,1.81%,13.98,3828.83,11730.61,460610,3.691
2023/6/21,121426,24568,20.23%,448,1994140,0.37%,1.82%,16.42,4451.21,13760.28,539800,3.694
2023/6/22,122746,25037,20.40%,464,2341890,0.38%,1.85%,19.08,5047.18,16159.88,638470,3.668
2023/6/23,123100,26115,21.21%,633,3284390,0.51%,2.42%,26.68,5188.61,22663.47,890550,3.688
2023/6/24,124243,26088,21.00%,527,2264530,0.42%,2.02%,18.23,4297.02,15626.07,613690,3.69
2023/6/25,125840,25911,20.59%,486,2712020,0.39%,1.88%,21.55,5580.29,18713.91,731810,3.706
2023/6/26,125727,25015,19.90%,446,1873180,0.35%,1.78%,14.9,4199.96,12925.61,506380,3.699
2023/6/27,123669,24919,20.15%,407,1740710,0.33%,1.63%,14.08,4276.93,12011.52,471370,3.693
2023/6/28,122195,25014,20.47%,514,2982730,0.42%,2.05%,24.41,5802.98,20581.91,804620,3.707
2023/6/29,121308,24853,20.49%,448,2136160,0.37%,1.80%,17.61,4768.21,14740.27,578070,3.695
2023/6/30,121033,25201,20.82%,606,3470100,0.50%,2.40%,28.67,5726.24,23944.94,943470,3.678
2023/7/1,122674,25644,20.90%,777,4732730,0.63%,3.03%,38.58,6091.03,32657.54,1285290,3.682
2023/7/2,133677,26591,19.89%,644,3105450,0.48%,2.42%,23.23,4822.13,21428.72,841720,3.689
2023/7/3,131050,25496,19.46%,627,3078460,0.48%,2.46%,23.49,4909.82,21242.48,830570,3.706
2023/7/4,129023,25459,19.73%,539,2523230,0.42%,2.12%,19.56,4681.32,17411.19,685080,3.683
2023/7/5,130793,25377,19.40%,708,3923210,0.54%,2.79%,30,5541.26,27071.56,1067470,3.675
2023/7/6,132747,25246,19.02%,716,3969590,0.54%,2.84%,29.9,5544.12,27391.6,1088760,3.646
2023/7/7,132211,24967,18.88%,658,3531030,0.50%,2.64%,26.71,5366.31,24365.37,955990,3.694
2023/7/8,135033,25511,18.89%,580,2670030,0.43%,2.27%,19.77,4603.5,18424.17,726510,3.675
2023/7/9,134547,26100,19.40%,552,2398160,0.41%,2.11%,17.82,4344.49,16548.16,647990,3.701
2023/7/10,133744,25415,19.00%,536,3137730,0.40%,2.11%,23.46,5853.97,21651.46,845600,3.711
2023/7/11,131349,25110,19.12%,545,2460860,0.41%,2.17%,18.74,4515.34,16980.82,668200,3.683
2023/7/12,138051,25293,18.32%,683,3514010,0.49%,2.70%,25.45,5144.96,24247.93,951700,3.692
2023/7/13,134570,25240,18.76%,597,3827150,0.44%,2.37%,28.44,6410.64,26408.71,1036730,3.692
2023/7/14,132983,24966,18.77%,605,3917190,0.45%,2.42%,29.46,6474.69,27030.02,1056910,3.706
2023/7/15,130485,24992,19.15%,544,2711190,0.42%,2.18%,20.78,4983.81,18708.18,737070,3.678
2023/7/16,132225,25464,19.26%,521,1735150,0.39%,2.05%,13.12,3330.42,11973.16,471340,3.681
2023/7/17,137430,26196,19.06%,513,2506250,0.37%,1.96%,18.24,4885.48,17294.02,683160,3.669
2023/7/18,133101,25332,19.03%,605,7111470,0.45%,2.39%,53.43,11754.5,49071.69,1948470,3.65
2023/7/19,131288,25396,19.34%,690,3747050,0.53%,2.72%,28.54,5430.51,25855.99,1013770,3.696
2023/7/20,131640,25326,19.24%,564,3210720,0.43%,2.23%,24.39,5692.77,22155.12,874120,3.673
2023/7/21,131992,25301,19.17%,617,2468460,0.47%,2.44%,18.7,4000.75,17033.26,669700,3.686
2023/7/22,132213,25580,19.35%,489,2121130,0.37%,1.91%,16.04,4337.69,14636.56,574750,3.691
2023/7/23,135485,26475,19.54%,466,1654940,0.34%,1.76%,12.21,3551.37,11419.68,448550,3.69
2023/7/24,136398,25751,18.88%,457,1886050,0.34%,1.77%,13.83,4127.02,13014.42,510510,3.694
2023/7/25,134322,25839,19.24%,511,2411110,0.38%,1.98%,17.95,4718.41,16637.52,654790,3.682
2023/7/26,134650,25730,19.11%,539,3247800,0.40%,2.09%,24.12,6025.6,22410.99,886950,3.662
2023/7/27,133768,26020,19.45%,508,2902440,0.38%,1.95%,21.7,5713.46,20027.88,789090,3.678
2023/7/28,134216,25482,18.99%,505,2783760,0.38%,1.98%,20.74,5512.4,19208.94,753600,3.694
2023/7/29,132333,25379,19.18%,501,2173500,0.38%,1.97%,16.42,4338.32,14997.93,589050,3.69
2023/7/30,136858,26257,19.19%,458,1806180,0.33%,1.74%,13.2,3943.62,12463.29,491320,3.676
2023/7/31,137327,25709,18.72%,529,3922030,0.39%,2.06%,28.56,7414.05,27063.41,1064930,3.683
2023/8/1,135324,26181,19.35%,767,4992230,0.57%,2.93%,36.89,6508.77,34448.18,1358320,3.675
2023/8/2,135513,26049,19.22%,696,3645870,0.51%,2.67%,26.9,5238.32,25157.81,984480,3.703
2023/8/3,135836,26131,19.24%,668,2806650,0.49%,2.56%,20.66,4201.57,19366.89,761590,3.685
2023/8/4,136412,25791,18.91%,566,2442410,0.41%,2.19%,17.9,4315.21,16853.51,663190,3.683
2023/8/5,135740,25332,18.66%,583,2896990,0.43%,2.30%,21.34,4969.11,19990.27,791360,3.661
2023/8/6,137757,26120,18.96%,535,2246980,0.39%,2.05%,16.31,4199.96,15504.97,609110,3.689
2023/8/7,138028,26357,19.10%,495,2176260,0.36%,1.88%,15.77,4396.48,15016.97,588640,3.697
2023/8/8,138633,26315,18.98%,492,2516890,0.35%,1.87%,18.16,5115.63,17367.44,684780,3.675
2023/8/9,138175,26617,19.26%,600,3497800,0.43%,2.25%,25.31,5829.67,24136.08,949300,3.685
2023/8/10,136333,26365,19.34%,638,3275180,0.47%,2.42%,24.02,5133.51,22599.92,890720,3.677
2023/8/11,136297,25602,18.78%,699,4227290,0.51%,2.73%,31.02,6047.63,29169.82,1146230,3.688
2023/8/12,135899,25212,18.55%,507,2241220,0.37%,2.01%,16.49,4420.55,15465.22,612320,3.66
2023/8/13,139557,26030,18.65%,539,3268620,0.39%,2.07%,23.42,6064.23,22554.65,884200,3.697
2023/8/14,142488,26518,18.61%,468,2386860,0.33%,1.76%,16.75,5100.13,16470.19,648020,3.683
